MODEL SETTING,,,,
SlowTwitchFibersPercentage, DaysBetweenWorkout, HourseOfSleep, Intensity, Lift
50,9,8,95, true
,,,,
Tic, MuscleMass, Anabolic, Catabolic,
2321,40.95,157.963685,56.224914,
2322,40.95,152.355088,52.413043,
2323,40.95,197.870122,91.965912,
2324,40.95,191.892395,86.364059,
2325,40.95,185.964766,80.866875,
2326,40.95,180.088607,75.480335,
2327,40.95,174.265138,70.209858,
2328,40.95,168.495598,65.061127,
2329,40.95,162.781271,60.040266,
2330,40.95,157.123497,55.252877,
2331,40.95,151.523674,52.270647,
2332,40.95,197.995134,92.685649,
2333,40.95,192.016406,87.070234,
2334,40.95,186.08774,81.559039,
2335,40.95,180.210513,76.157898,
2336,40.95,174.385943,70.87216,
2337,40.95,168.615272,65.707442,
2338,40.95,162.899783,60.669796,
2339,40.95,157.240816,55.823625,
2340,40.95,151.639768,52.345158,
2341,40.95,198.495375,93.1726,
2342,40.95,192.512375,87.547523,
2343,40.95,186.579416,82.026447,
2344,40.95,180.697815,76.615067,
2345,40.95,174.868778,71.318686,
2346,40.95,169.093541,66.142879,
2347,40.95,163.373382,61.09365,
2348,40.95,157.709635,56.184857,
2349,40.95,152.103691,52.363732,
2350,40.95,196.917808,90.619483,
2351,40.95,190.948469,85.044069,
2352,40.95,185.0292,79.573573,
2353,40.95,179.161504,74.214568,
2354,40.95,173.346644,68.972741,
2355,40.95,167.585883,63.853963,
2356,40.95,161.880524,58.887395,
2357,40.95,156.231923,54.269541,
2358,40.95,150.641491,52.034762,
2359,40.95,197.290992,91.395351,
2360,40.95,191.318164,85.803477,
2361,40.95,185.395489,80.316628,
2362,40.95,179.524378,74.9409,
2363,40.95,173.706061,69.681783,
2364,40.95,167.941789,64.545019,
2365,40.95,162.232854,59.536784,
2366,40.95,156.580601,54.672054,
2367,40.95,150.986438,52.052391,
2368,40.95,197.860578,92.7156,
2369,40.95,191.883105,87.100209,
2370,40.95,185.955686,81.588941,
2371,40.95,180.079714,76.187698,
2372,40.95,174.256424,70.901886,
2373,40.95,168.487062,65.737149,
2374,40.95,162.772916,60.699551,
2375,40.95,157.115328,56.01089,
2376,40.95,151.515696,52.661542,
2377,40.95,197.673499,92.940515,
2378,40.95,191.697823,87.321435,
2379,40.95,185.772072,81.80555,
2380,40.95,179.897751,76.399237,
2381,40.95,174.076128,71.108027,
2382,40.95,168.308463,65.937589,
2383,40.95,162.596049,60.893978,
2384,40.95,156.940232,56.049387,
2385,40.95,151.342414,52.41811,
2386,40.95,197.716625,92.468902,
2387,40.95,191.740369,86.858395,
2388,40.95,185.814163,81.351948,
2389,40.95,179.939413,75.955616,
2390,40.95,174.117359,70.674846,
2391,40.95,168.349252,65.515316,
2392,40.95,162.636383,60.483118,
2393,40.95,156.980096,55.631604,
2394,40.95,151.381794,52.610324,
2395,40.95,196.708308,91.827425,
2396,40.95,190.740704,86.229759,
2397,40.95,184.823285,80.736647,
2398,40.95,178.9575,75.354159,
2399,40.95,173.144599,70.08777,
2400,40.95,167.385842,64.943201,
2401,40.95,161.68253,59.957206,
2402,40.95,156.036019,55.400222,
2403,40.95,150.447724,52.441488,
2404,40.95,196.984686,91.715542,
2405,40.95,191.014664,86.118701,
2406,40.95,185.094738,80.626266,
2407,40.95,179.226401,75.24455,
2408,40.95,173.410907,69.979087,
2409,40.95,167.649511,64.835615,
2410,40.95,161.943512,59.820292,
2411,40.95,156.29426,55.0283,
2412,40.95,150.703164,52.12914,
2413,40.95,198.556872,93.701301,
2414,40.95,192.573248,88.066064,
2415,40.95,186.639698,82.534782,
2416,40.95,180.757515,77.112884,
2417,40.95,174.927898,71.805566,
2418,40.95,169.152075,66.618337,
2419,40.95,163.431323,61.557146,
2420,40.95,157.766974,56.628461,
2421,40.95,152.160418,52.65985,
2422,40.95,197.181747,91.314075,
2423,40.95,191.210131,85.726482,
2424,40.95,185.288587,80.245999,
2425,40.95,179.418588,74.879349,
2426,40.95,173.60138,69.632224,
2427,40.95,167.83822,64.513108,
2428,40.95,162.130404,59.547597,
2429,40.95,156.479282,54.811535,
2430,40.95,150.886265,52.16982,
2431,40.95,197.596237,91.727585,
2432,40.95,191.620878,86.12955,
2433,40.95,185.69561,80.636328,
2434,40.95,179.821845,75.253979,
2435,40.95,174.000816,69.987966,
2436,40.95,168.233769,64.844004,
2437,40.95,162.521993,59.831698,
2438,40.95,156.866831,54.985894,
2439,40.95,151.269687,52.136102,
2440,40.95,198.257959,92.69591,
2441,40.95,192.276907,87.079549,
2442,40.95,186.345931,81.567438,
2443,40.95,180.466361,76.16541,
2444,40.95,174.639409,70.878833,
2445,40.95,168.866309,65.713328,
2446,40.95,163.148342,60.674947,
2447,40.95,157.486844,55.786612,
2448,40.95,151.883208,52.227487,
2449,40.95,197.578466,91.384434,
2450,40.95,191.603303,85.793486,
2451,40.95,185.678163,80.307042,
2452,40.95,179.80452,74.93158,
2453,40.95,173.983616,69.672694,
2454,40.95,168.216699,64.536162,
2455,40.95,162.505058,59.528174,
2456,40.95,156.850038,54.677088,
2457,40.95,151.25304,52.061,
2458,40.95,198.521027,92.959818,
2459,40.95,192.537771,87.338331,
2460,40.95,186.60455,81.821009,
2461,40.95,180.722687,76.413597,
2462,40.95,174.89339,71.121426,
2463,40.95,169.117893,65.950089,
2464,40.95,163.397474,60.905606,
2465,40.95,157.733465,55.99745,
2466,40.95,152.127257,52.323279,
2467,40.95,198.021609,91.424593,
2468,40.95,192.04257,85.831937,
2469,40.95,186.11362,80.344384,
2470,40.95,180.23611,74.967949,
2471,40.95,174.411258,69.708096,
2472,40.95,168.640301,64.57056,
2473,40.95,162.924526,59.562206,
2474,40.95,157.265269,54.714442,
2475,40.95,151.663928,52.011782,
2476,40.95,197.225068,90.836234,
2477,40.95,191.25292,85.255692,
2478,40.95,185.330845,79.780246,
2479,40.95,179.460324,74.416309,
2480,40.95,173.642602,69.169462,
2481,40.95,167.878934,64.045513,
2482,40.95,162.170613,59.050701,
2483,40.95,156.51899,54.309454,
2484,40.95,150.925469,52.048495,
2485,40.95,197.400549,91.627033,
2486,40.95,191.426958,86.031584,
2487,40.95,185.503414,80.540833,
2488,40.95,179.63139,75.160995,
2489,40.95,173.812134,69.897564,
2490,40.95,168.046895,64.75626,
2491,40.95,162.336967,59.743797,
2492,40.95,156.683694,55.01451,
2493,40.95,151.08848,52.201247,
2494,40.95,197.640392,91.60874,
2495,40.95,191.664619,86.013143,
2496,40.95,185.738954,80.52246,
2497,40.95,179.864789,75.142727,
2498,40.95,174.043353,69.879413,
2499,40.95,168.275892,64.73824,
2500,40.95,162.563694,59.725367,
2501,40.95,156.908103,54.908434,
2502,40.95,151.310519,52.136267,
2503,40.95,198.414849,93.250076,
2504,40.95,192.432459,87.623635,
2505,40.95,186.500132,82.101181,
2506,40.95,180.619194,76.688357,
2507,40.95,174.790847,71.390454,
2508,40.95,169.016322,66.213045,
2509,40.95,163.296898,61.162134,
2510,40.95,157.633908,56.244242,
2511,40.95,152.028745,52.507441,
2512,40.95,196.818262,90.889833,
2513,40.95,190.84961,85.308901,
2514,40.95,184.931134,79.833114,
2515,40.95,179.064294,74.468844,
2516,40.95,173.250335,69.221669,
2517,40.95,167.490515,64.09739,
2518,40.95,161.786131,59.103541,
2519,40.95,156.138536,54.708643,
2520,40.95,150.549141,52.140072,
2521,40.95,198.583005,93.492585,
2522,40.95,192.599194,87.861312,
2523,40.95,186.665425,82.333934,
2524,40.95,180.783012,76.916088,
2525,40.95,174.95316,71.613028,
2526,40.95,169.177097,66.430283,
2527,40.95,163.4561,61.37382,
2528,40.95,157.7915,56.450122,
2529,40.95,152.184686,52.552359,
2530,40.95,197.765746,92.089653,
2531,40.95,191.788985,86.485775,
2532,40.95,185.862229,80.985792,
2533,40.95,179.986937,75.596099,
2534,40.95,174.164349,70.322276,
2535,40.95,168.395712,65.170062,
2536,40.95,162.682314,60.145595,
2537,40.95,157.025494,55.260848,
2538,40.95,151.426654,52.055905,
2539,40.95,197.686084,91.176763,
2540,40.95,191.709899,85.588815,
2541,40.95,185.783771,80.105827,
2542,40.95,179.909141,74.734172,
2543,40.95,174.08724,69.479388,
2544,40.95,168.31931,64.347233,
2545,40.95,162.606639,59.343897,
2546,40.95,156.950567,54.504611,
2547,40.95,151.352495,52.001191,
2548,40.95,197.76987,91.855975,
2549,40.95,191.793024,86.255946,
2550,40.95,185.866267,80.760641,
2551,40.95,179.99099,75.376063,
2552,40.95,174.168419,70.107666,
2553,40.95,168.399797,64.961151,
2554,40.95,162.68641,59.942652,
2555,40.95,157.0296,55.14961,
2556,40.95,151.430765,52.173229,
2557,40.95,197.592486,91.45341,
2558,40.95,191.617137,85.860694,
2559,40.95,185.691878,80.372903,
2560,40.95,179.818121,74.996131,
2561,40.95,173.997098,69.735877,
2562,40.95,168.230056,64.597889,
2563,40.95,162.518286,59.588345,
2564,40.95,156.86313,54.737681,
2565,40.95,151.26599,52.107296,
2566,40.95,196.632182,90.119974,
2567,40.95,190.6654,84.554059,
2568,40.95,184.748589,79.093115,
2569,40.95,178.883375,73.744125,
2570,40.95,173.071052,68.512892,
2571,40.95,167.312894,63.405331,
2572,40.95,161.610208,58.469275,
2573,40.95,155.964349,53.982983,
2574,40.95,150.376732,52.000076,
2575,40.95,197.336595,91.836028,
2576,40.95,191.363607,86.23643,
2577,40.95,185.440695,80.741434,
2578,40.95,179.56931,75.35716,
2579,40.95,173.750702,70.089094,
2580,40.95,167.986122,64.942943,
2581,40.95,162.276865,59.924842,
2582,40.95,156.624276,55.158834,
2583,40.95,151.029761,52.092814,
2584,40.95,197.367927,91.792136,
2585,40.95,191.394683,86.193782,
2586,40.95,185.471476,80.699805,
2587,40.95,179.599781,75.316484,
2588,40.95,173.780849,70.049348,
2589,40.95,168.015937,64.90413,
2590,40.95,162.306338,59.886982,
2591,40.95,156.6534,55.077596,
2592,40.95,151.058528,52.160702,
2593,40.95,197.523863,91.520449,
2594,40.95,191.549148,85.926498,
2595,40.95,185.624578,80.437692,
2596,40.95,179.751529,75.059996,
2597,40.95,173.931223,69.79883,
2598,40.95,168.164907,64.663885,
2599,40.95,162.453871,59.666075,
2600,40.95,156.799459,54.940234,
2601,40.95,151.203076,52.107575,
2602,40.95,197.438148,92.148196,
2603,40.95,191.464423,86.543801,
2604,40.95,185.540728,81.043538,
2605,40.95,179.668519,75.653549,
2606,40.95,173.849048,70.379333,
2607,40.95,168.083569,65.226602,
2608,40.95,162.373379,60.22103,
2609,40.95,156.719825,55.475517,
2610,40.95,151.124313,52.16331,
2611,40.95,196.704638,90.994866,
2612,40.95,190.7372,85.412753,
2613,40.95,184.81981,79.935117,
2614,40.95,178.954017,74.568629,
2615,40.95,173.141099,69.318984,
2616,40.95,167.382326,64.192022,
2617,40.95,161.679004,59.207799,
2618,40.95,156.032488,54.627585,
2619,40.95,150.444192,52.100306,
2620,40.95,198.710894,93.010408,
2621,40.95,192.725993,87.387574,
2622,40.95,186.791148,81.869213,
2623,40.95,180.907638,76.460822,
2624,40.95,175.076661,71.167645,
2625,40.95,169.299446,65.995243,
2626,40.95,163.577267,60.949624,
2627,40.95,157.911455,56.046266,
2628,40.95,152.303399,52.228775,
2629,40.95,197.739008,91.561163,
2630,40.95,191.762595,85.967256,
2631,40.95,185.836185,80.47794,
2632,40.95,179.961222,75.099472,
2633,40.95,174.13895,69.837378,
2634,40.95,168.370621,64.697412,
2635,40.95,162.657525,59.685748,
2636,40.95,157.001006,54.930208,
2637,40.95,151.402467,52.124658,
2638,40.95,196.730675,90.570031,
2639,40.95,190.763037,84.996094,
2640,40.95,184.845512,79.527277,
2641,40.95,178.979577,74.170004,
2642,40.95,173.166498,68.929951,
2643,40.95,167.407546,63.824853,
2644,40.95,161.704029,58.901751,
2645,40.95,156.057303,54.4304,
2646,40.95,150.468784,52.130208,
2647,40.95,197.347158,91.508208,
2648,40.95,191.373952,85.914533,
2649,40.95,185.450866,80.425715,
2650,40.95,179.579337,75.047983,
2651,40.95,173.760599,69.786834,
2652,40.95,167.9959,64.647997,
2653,40.95,162.286531,59.651466,
2654,40.95,156.633835,54.940378,
2655,40.95,151.039217,52.110023,
2656,40.95,197.825155,92.703068,
2657,40.95,191.847968,87.087894,
2658,40.95,185.920786,81.576414,
2659,40.95,180.045037,76.174726,
2660,40.95,174.221965,70.888332,
2661,40.95,168.452822,65.722918,
2662,40.95,162.738897,60.684569,
2663,40.95,157.081535,55.78705,
2664,40.95,151.482134,52.35824,
2665,40.95,198.324006,93.283645,
2666,40.95,192.342509,87.657097,
2667,40.95,186.411034,82.134351,
2668,40.95,180.53094,76.721178,
2669,40.95,174.703444,71.42289,
2670,40.95,168.929783,66.245062,
2671,40.95,163.21124,61.193695,
2672,40.95,157.549148,56.309464,
2673,40.95,151.944901,52.577128,
2674,40.95,197.858809,92.221266,
2675,40.95,191.881156,86.614423,
2676,40.95,185.953622,81.112124,
2677,40.95,180.077571,75.720298,
2678,40.95,174.254217,70.444339,
2679,40.95,168.484798,65.289909,
2680,40.95,162.770598,60.273148,
2681,40.95,157.112955,55.505508,
2682,40.95,151.513267,52.268489,
2683,40.95,197.789153,91.742185,
2684,40.95,191.812141,86.143972,
2685,40.95,185.885167,80.650214,
2686,40.95,180.009668,75.267246,
2687,40.95,174.186874,70.000579,
2688,40.95,168.418027,64.855932,
2689,40.95,162.704414,59.83945,
2690,40.95,157.047374,54.969674,
2691,40.95,151.448307,52.030182,
2692,40.95,196.49415,89.899988,
2693,40.95,190.52832,84.33803,
2694,40.95,184.612592,78.881588,
2695,40.95,178.74854,73.537518,
2696,40.95,172.937434,68.311549,
2697,40.95,167.180537,63.209577,
2698,40.95,161.479152,58.248133,
2699,40.95,155.834635,54.047361,
2700,40.95,150.248399,52.156209,
2701,40.95,196.180652,90.271064,
2702,40.95,190.217396,84.701101,
2703,40.95,184.304347,79.23668,
2704,40.95,178.443033,73.884246,
2705,40.95,172.634717,68.64943,
2706,40.95,166.880664,63.538091,
2707,40.95,161.182183,58.556526,
2708,40.95,155.540632,53.884257,
2709,40.95,149.957431,52.014711,
2710,40.95,197.254251,91.675686,
2711,40.95,191.281937,86.079357,
2712,40.95,185.359706,80.587745,
2713,40.95,179.489027,75.207024,
2714,40.95,173.671142,69.942653,
2715,40.95,167.907301,64.800334,
2716,40.95,162.198799,59.792738,
2717,40.95,156.54698,55.085766,
2718,40.95,150.953253,52.13077,
2719,40.95,197.864961,92.271359,
2720,40.95,191.887299,86.663411,
2721,40.95,185.959692,81.159837,
2722,40.95,180.08355,75.766671,
2723,40.95,174.260099,70.489329,
2724,40.95,168.49058,65.333471,
2725,40.95,162.776278,60.305192,
2726,40.95,157.118532,55.433945,
2727,40.95,151.518742,52.258982,
2728,40.95,197.409947,91.462388,
2729,40.95,191.436417,85.870654,
2730,40.95,185.512849,80.38326,
2731,40.95,179.640776,75.006776,
2732,40.95,173.82146,69.746797,
2733,40.95,168.056158,64.609087,
2734,40.95,162.346165,59.60375,
2735,40.95,156.692826,54.866854,
2736,40.95,151.097545,52.121119,
2737,40.95,197.070835,90.967313,
2738,40.95,191.099929,85.383814,
2739,40.95,185.179197,79.905692,
2740,40.95,179.310055,74.539052,
2741,40.95,173.493746,69.289435,
2742,40.95,167.731525,64.162632,
2743,40.95,162.024689,59.164871,
2744,40.95,156.374586,54.482649,
2745,40.95,150.782626,52.053618,
2746,40.95,197.857703,91.720994,
2747,40.95,191.880185,86.123157,
2748,40.95,185.952675,80.629912,
2749,40.95,180.076611,75.247488,
2750,40.95,174.253228,69.981391,
2751,40.95,168.483774,64.837342,
2752,40.95,162.769535,59.821492,
2753,40.95,157.111853,54.975118,
2754,40.95,151.512126,52.056687,
2755,40.95,197.893694,91.999772,
2756,40.95,191.915955,86.397539,
2757,40.95,185.988194,80.899406,
2758,40.95,180.11186,75.511716,
2759,40.95,174.288192,70.240029,
2760,40.95,168.518442,65.090075,
2761,40.95,162.803898,60.070148,
2762,40.95,157.145901,55.271733,
2763,40.95,151.545851,52.118855,
2764,40.95,198.882442,93.287917,
2765,40.95,192.896115,87.660085,
2766,40.95,186.959793,82.136365,
2767,40.95,181.074779,76.722392,
2768,40.95,175.24227,71.423404,
2769,40.95,169.463491,66.244935,
2770,40.95,163.739714,61.192959,
2771,40.95,158.072267,56.282524,
2772,40.95,152.462536,52.321958,
2773,40.95,198.6959,93.69684,
2774,40.95,192.711173,88.062351,
2775,40.95,186.776449,82.531438,
2776,40.95,180.893057,77.109797,
2777,40.95,175.062203,71.802695,
2778,40.95,169.285114,66.615662,
2779,40.95,163.563068,61.554651,
2780,40.95,157.897393,56.627659,
2781,40.95,152.289478,52.688696,
2782,40.95,197.674772,91.674847,
2783,40.95,191.698828,86.078644,
2784,40.95,185.772893,80.586727,
2785,40.95,179.898429,75.205524,
2786,40.95,174.076681,69.940616,
2787,40.95,168.308898,64.79776,
2788,40.95,162.596371,59.783123,
2789,40.95,156.940442,54.970072,
2790,40.95,151.342512,52.076166,
2791,40.95,198.652442,93.23657,
2792,40.95,192.668157,87.610264,
2793,40.95,186.733841,82.087784,
2794,40.95,180.850847,76.674924,
2795,40.95,175.02039,71.377015,
2796,40.95,169.243702,66.199634,
2797,40.95,163.522062,61.148781,
2798,40.95,157.856801,56.235588,
2799,40.95,152.249308,52.310228,
2800,40.95,198.681007,93.550806,
2801,40.95,192.696471,87.9192,
2802,40.95,186.761915,82.391254,
2803,40.95,180.878682,76.972674,
2804,40.95,175.04798,71.668738,
2805,40.95,169.271044,66.48499,
2806,40.95,163.549148,61.427398,
2807,40.95,157.883625,56.51059,
2808,40.95,152.275863,52.607964,
2809,40.95,197.920426,91.576949,
2810,40.95,191.942269,85.981746,
2811,40.95,186.0142,80.491422,
2812,40.95,180.137578,75.112039,
2813,40.95,174.313628,69.849071,
2814,40.95,168.543591,64.708251,
2815,40.95,162.828755,59.695747,
2816,40.95,157.170461,54.836627,
2817,40.95,151.570105,52.086379,
2818,40.95,197.742193,91.955824,
2819,40.95,191.765617,86.354046,
2820,40.95,185.839102,80.856785,
2821,40.95,179.964072,75.470161,
2822,40.95,174.141752,70.19963,
2823,40.95,168.373385,65.050888,
2824,40.95,162.66026,60.030064,
2825,40.95,157.003716,55.269006,
2826,40.95,151.405154,52.216488,
2827,40.95,198.545507,92.700703,
2828,40.95,192.56186,87.083414,
2829,40.95,186.628355,81.570825,
2830,40.95,180.746242,76.168495,
2831,40.95,174.916705,70.881686,
2832,40.95,169.14097,65.715977,
2833,40.95,163.420309,60.6774,
2834,40.95,157.756055,55.772519,
2835,40.95,152.149597,52.182068,
2836,40.95,198.353207,92.476647,
2837,40.95,192.371468,86.864937,
2838,40.95,186.439722,81.357355,
2839,40.95,180.559342,75.95993,
2840,40.95,174.731551,70.678095,
2841,40.95,168.957586,65.517507,
2842,40.95,163.23873,60.484246,
2843,40.95,157.576319,55.597278,
2844,40.95,151.971745,52.212645,
2845,40.95,198.792951,93.273649,
2846,40.95,192.807284,87.646172,
2847,40.95,186.871702,82.122904,
2848,40.95,180.987457,76.70935,
2849,40.95,175.155735,71.410748,
2850,40.95,169.377761,66.232641,
2851,40.95,163.654807,61.181014,
2852,40.95,157.988203,56.262375,
2853,40.95,152.379336,52.332433,
2854,40.95,197.2614,90.97418,
2855,40.95,191.289019,85.391726,
2856,40.95,185.366719,79.914216,
2857,40.95,179.495962,74.548047,
2858,40.95,173.677996,69.298832,
2859,40.95,167.914074,64.172385,
2860,40.95,162.205491,59.189083,
2861,40.95,156.553595,54.610762,
2862,40.95,150.959791,52.193245,
2863,40.95,196.981155,91.165825,
2864,40.95,191.011207,85.579487,
2865,40.95,185.091273,80.097517,
2866,40.95,179.222921,74.726639,
2867,40.95,173.407412,69.472507,
2868,40.95,167.646004,64.340927,
2869,40.95,161.939998,59.338118,
2870,40.95,156.290742,54.537244,
2871,40.95,150.699647,52.040926,
2872,40.95,197.820234,92.045191,
2873,40.95,191.843093,86.44173,
2874,40.95,185.915953,80.942587,
2875,40.95,180.040255,75.553891,
2876,40.95,174.217236,70.281139,
2877,40.95,168.448147,65.130048,
2878,40.95,162.734276,60.106751,
2879,40.95,157.076967,55.2471,
2880,40.95,151.47762,52.108519,
2881,40.95,198.638607,93.256072,
2882,40.95,192.6543,87.629053,
2883,40.95,186.720073,82.106216,
2884,40.95,180.837201,76.693076,
2885,40.95,175.006877,71.394898,
2886,40.95,169.230331,66.217244,
2887,40.95,163.508837,61.166113,
2888,40.95,157.843726,56.265005,
2889,40.95,152.236389,52.414822,
2890,40.95,198.873297,93.249072,
2891,40.95,192.886935,87.621688,
2892,40.95,186.950661,82.098758,
2893,40.95,181.065719,76.685687,
2894,40.95,175.23329,71.387666,
2895,40.95,169.454595,66.210223,
2896,40.95,163.730906,61.159337,
2897,40.95,158.063551,56.258796,
2898,40.95,152.453914,52.504648,
2899,40.95,198.259625,92.514521,
2900,40.95,192.278762,86.902459,
2901,40.95,186.347892,81.394454,
2902,40.95,180.468396,75.996557,
2903,40.95,174.641499,70.714199,
2904,40.95,168.868444,65.553034,
2905,40.95,163.150513,60.529122,
2906,40.95,157.489043,55.726755,
2907,40.95,151.885431,52.176332,
2908,40.95,198.313281,92.60381,
2909,40.95,192.331831,86.989373,
2910,40.95,186.400431,81.479187,
2911,40.95,180.520424,76.079162,
2912,40.95,174.693024,70.794677,
2913,40.95,168.919465,65.631359,
2914,40.95,163.201029,60.595268,
2915,40.95,157.539048,55.769721,
2916,40.95,151.934918,52.177086,
2917,40.95,196.530142,89.591222,
2918,40.95,190.563784,84.034306,
2919,40.95,184.647599,78.58318,
2920,40.95,178.78311,73.244602,
2921,40.95,172.971567,68.024302,
2922,40.95,167.214227,62.928205,
2923,40.95,161.512391,57.962675,
2924,40.95,155.867411,53.354881,
2925,40.95,150.280703,52.003006,
2926,40.95,197.969878,92.468689,
2927,40.95,191.99131,86.856642,
2928,40.95,186.062828,81.349042,
2929,40.95,180.185792,75.951695,
2930,40.95,174.36142,70.669985,
2931,40.95,168.590954,65.509558,
2932,40.95,162.875681,60.476492,
2933,40.95,157.21694,55.594781,
2934,40.95,151.616128,52.183414,
2935,40.95,196.634593,90.846678,
2936,40.95,190.667589,85.267203,
2937,40.95,184.750664,79.792495,
2938,40.95,178.885376,74.429179,
2939,40.95,173.072998,69.182946,
2940,40.95,167.314795,64.059647,
2941,40.95,161.61207,59.072726,
2942,40.95,155.966178,54.426443,
2943,40.95,150.378532,52.422033,
2944,40.95,196.347171,91.024418,
2945,40.95,190.382655,85.441103,
2946,40.95,184.468254,79.962524,
2947,40.95,178.605542,74.595207,
2948,40.95,172.795792,69.344779,
2949,40.95,167.040274,64.217054,
2950,40.95,161.340293,59.220697,
2951,40.95,155.697208,54.662559,
2952,40.95,150.112435,52.12906,
2953,40.95,198.084917,92.636288,
2954,40.95,192.10547,87.021355,
2955,40.95,186.176043,81.510714,
2956,40.95,180.298028,76.110218,
2957,40.95,174.472652,70.825212,
2958,40.95,168.701154,65.661312,
2959,40.95,162.984819,60.624569,
2960,40.95,157.324987,55.762595,
2961,40.95,151.723053,52.229572,
2962,40.95,197.988257,92.363819,
2963,40.95,192.009829,86.754932,
2964,40.95,186.081377,81.250137,
2965,40.95,180.204323,75.855533,
2966,40.95,174.379907,70.576578,
2967,40.95,168.609378,65.42578,
2968,40.95,162.894026,60.415179,
2969,40.95,157.235193,55.639085,
2970,40.95,151.634276,52.193504,
2971,40.95,197.935674,92.212494,
2972,40.95,191.957363,86.605365,
2973,40.95,186.029164,81.102813,
2974,40.95,180.152431,75.710763,
2975,40.95,174.328379,70.434605,
2976,40.95,168.558243,65.279991,
2977,40.95,162.843308,60.253013,
2978,40.95,157.184912,55.40282,
2979,40.95,151.584452,52.18478,
2980,40.95,198.405674,92.413633,
2981,40.95,192.423321,86.802156,
2982,40.95,186.491045,81.29531,
2983,40.95,180.61016,75.898852,
2984,40.95,174.78187,70.618131,
2985,40.95,169.007407,65.458778,
2986,40.95,163.288048,60.426862,
2987,40.95,157.625126,55.528981,
2988,40.95,152.020033,52.198609,
2989,40.95,198.351151,92.605927,
2990,40.95,192.369351,86.991563,
2991,40.95,186.437612,81.481585,
2992,40.95,180.557258,76.081776,
2993,40.95,174.7295,70.797506,
2994,40.95,168.955574,65.63441,
2995,40.95,163.236761,60.598549,
2996,40.95,157.574395,55.761409,
2997,40.95,151.969871,52.409616,
2998,40.95,198.229239,93.100153,
2999,40.95,192.248655,87.477448,
3000,40.95,186.318115,81.958759,
